Timestamp,Source IP Address,Destination IP Address,Source Port,Destination Port,Protocol,Packet Length,Packet Type,Traffic Type,Malware Indicators,Anomaly Scores,Alerts/Warnings,Attack Type,Attack Signature,Action Taken,Severity Level,User Information,Device Information,Network Segment,Geo-location Data,Proxy Information,Firewall Logs,IDS/IPS Alerts,Log Source
44477.444,121.181.80.49,4.89.55.84,7001,27966,TCP,930,Control,HTTP,,9.75,Alert Triggered,Malware,Known Pattern B,Logged,High,Priyansh Wali,"Mozilla/5.0 (iPad; CPU iPad OS 9_3_5 like Mac OS X) AppleWebKit/534.1 (KHTML, like Gecko) FxiOS/17.6y7795.0 Mobile/33H027 Safari/534.1",Segment B,"Berhampur, Haryana",160.185.73.211,,Alert Data,Firewall
43878.87671,143.204.255.73,26.123.234.64,29803,63367,UDP,646,Data,DNS,,5.1,,Malware,Known Pattern B,Logged,Low,Ryan Rajagopalan,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.2; Trident/5.1),Segment A,"Sambhal, Himachal Pradesh",,Log Data,,Firewall
45147.64925,126.129.192.13,60.214.114.251,40214,7012,UDP,243,Data,FTP,IoC Detected,62.76,,Intrusion,Known Pattern A,Ignored,Low,Aarush Dada,"Mozilla/5.0 (iPhone; CPU iPhone OS 5_1_1 like Mac OS X) AppleWebKit/534.2 (KHTML, like Gecko) CriOS/31.0.886.0 Mobile/10K449 Safari/534.2",Segment C,"Bettiah, Telangana",23.122.184.41,,Alert Data,Firewall
45096.8586,193.164.16.235,217.215.219.247,65190,23069,ICMP,1281,Control,DNS,,25.03,,DDoS,Known Pattern B,Ignored,Low,Sahil Bains,Mozilla/5.0 (Windows 98; Win 9x 4.90; ff-SN; rv:1.9.2.20) Gecko/9611-03-05 10:40:14 Firefox/3.6.10,Segment C,"Vijayawada, Karnataka",9.40.24.140,,,Firewall
44865.25929,166.42.167.95,98.33.220.9,27981,10514,UDP,1009,Data,FTP,IoC Detected,42,Alert Triggered,Malware,Known Pattern A,Blocked,Medium,Manjari Gala,"Mozilla/5.0 (iPad; CPU iPad OS 10_3_4 like Mac OS X) AppleWebKit/535.2 (KHTML, like Gecko) FxiOS/12.1u3028.0 Mobile/67T930 Safari/535.2",Segment C,"Delhi, Assam",,,Alert Data,Firewall
43970.18197,27.197.91.139,212.73.58.199,38848,17708,UDP,529,Control,DNS,,73.51,,DDoS,Known Pattern A,Blocked,High,Anya Ahuja,Opera/9.66.(Windows NT 4.0; cv-RU) Presto/2.9.165 Version/12.00,Segment A,"Mau, Chhattisgarh",63.161.237.84,Log Data,Alert Data,Server
44317.04442,128.252.124.215,3.205.194.78,59853,32477,UDP,1285,Control,HTTP,IoC Detected,59.12,Alert Triggered,DDoS,Known Pattern A,Ignored,High,Kartik Choudhry,Mozilla/5.0 (compatible; MSIE 6.0; Windows 98; Win 9x 4.90; Trident/4.1),Segment C,"Gopalpur, Mizoram",23.66.145.159,Log Data,,Server
44471.21149,220.236.54.218,34.45.164.126,37759,40448,ICMP,557,Data,DNS,IoC Detected,61.59,,Malware,Known Pattern A,Logged,Medium,Ehsaan Maharaj,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_2 like Mac OS X; cy-GB) AppleWebKit/535.49.5 (KHTML, like Gecko) Version/3.0.5 Mobile/8B117 Safari/6535.49.5",Segment A,"Uluberia, Madhya Pradesh",184.96.109.209,,Alert Data,Firewall
44501.55485,38.111.67.107,195.107.134.186,6820,34758,TCP,847,Data,HTTP,IoC Detected,43.09,Alert Triggered,Malware,Known Pattern A,Ignored,Medium,Ehsaan Saxena,Mozilla/5.0 (Windows CE; sid-ET; rv:1.9.0.20) Gecko/2239-06-02 23:02:27 Firefox/3.8,Segment C,"Bhilai, Mizoram",20.239.241.91,Log Data,,Firewall
44869.43663,196.200.142.24,116.124.96.139,62801,35355,ICMP,1366,Data,FTP,IoC Detected,48.24,,Malware,Known Pattern A,Logged,Low,Seher Tara,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_4 like Mac OS X) AppleWebKit/535.0 (KHTML, like Gecko) CriOS/25.0.870.0 Mobile/33N864 Safari/535.0",Segment B,"Unnao, Himachal Pradesh",,,,Firewall
44498.85275,201.146.154.51,66.231.199.243,48586,35036,UDP,656,Data,DNS,IoC Detected,24.79,,Malware,Known Pattern B,Logged,High,Bhavin Iyengar,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.2; Trident/5.1),Segment C,"Begusarai, Meghalaya",,Log Data,Alert Data,Firewall
45153.55017,132.185.169.152,119.171.156.1,47320,14421,UDP,756,Control,FTP,,27.18,,Intrusion,Known Pattern B,Logged,Medium,Baiju Gour,Mozilla/5.0 (Windows NT 4.0; ig-NG; rv:1.9.2.20) Gecko/9163-08-26 20:20:16 Firefox/3.6.8,Segment A,"Kota, Uttarakhand",93.114.114.55,,,Firewall
44251.92064,14.81.191.73,186.68.113.214,18722,60375,TCP,787,Control,DNS,,90.72,Alert Triggered,Malware,Known Pattern B,Ignored,High,Uthkarsh Ratti,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; mg-MG) AppleWebKit/531.40.6 (KHTML, like Gecko) Version/3.0.5 Mobile/8B118 Safari/6531.40.6",Segment B,"Saharanpur, Arunachal Pradesh",115.36.233.63,Log Data,,Server
44817.3238,67.35.119.119,148.181.9.193,8301,64016,UDP,1293,Data,HTTP,IoC Detected,15.65,Alert Triggered,Malware,Known Pattern A,Logged,Low,Kavya Sampath,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/33.0.809.0 Safari/531.1",Segment B,"Jabalpur, Bihar",,Log Data,,Firewall
44433.15676,190.86.37.186,34.72.59.74,39099,4667,ICMP,1239,Control,HTTP,IoC Detected,44.58,Alert Triggered,DDoS,Known Pattern A,Ignored,Low,Aaryahi Handa,Mozilla/5.0 (Android 4.0.4; Mobile; rv:15.0) Gecko/15.0 Firefox/15.0,Segment B,"Bihar Sharif, Goa",222.195.27.74,Log Data,Alert Data,Server
44683.30076,141.78.38.75,164.49.36.159,3205,62272,UDP,814,Control,HTTP,,92.52,,Malware,Known Pattern A,Ignored,Low,Charvi Srivastava,"Mozilla/5.0 (iPad; CPU iPad OS 9_3_6 like Mac OS X) AppleWebKit/531.2 (KHTML, like Gecko) FxiOS/15.9k8000.0 Mobile/16U130 Safari/531.2",Segment B,"Sonipat, Telangana",33.202.244.194,Log Data,Alert Data,Firewall
44054.0137,159.138.240.134,166.231.254.238,49655,14545,UDP,1108,Data,FTP,IoC Detected,68.06,,Malware,Known Pattern B,Blocked,Low,Ojas Malhotra,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; pt-PT) AppleWebKit/532.20.4 (KHTML, like Gecko) Version/4.0.5 Mobile/8B117 Safari/6532.20.4",Segment A,"Adoni, Haryana",,,,Firewall
45139.79657,93.90.63.134,209.34.14.28,23312,18346,TCP,382,Control,DNS,IoC Detected,67.15,Alert Triggered,DDoS,Known Pattern B,Ignored,Low,Hazel Dalal,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/535.50.7 (KHTML, like Gecko) Version/4.0 Safari/535.50.7",Segment A,"Alwar, Meghalaya",61.76.48.135,Log Data,,Server
44114.06792,28.182.249.165,62.68.32.128,7153,41869,TCP,443,Data,FTP,IoC Detected,52.32,,Malware,Known Pattern A,Ignored,Medium,Anay Ratta,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_8 like Mac OS X) AppleWebKit/533.2 (KHTML, like Gecko) FxiOS/10.7c9262.0 Mobile/31C268 Safari/533.2",Segment A,"Ranchi, Rajasthan",,,Alert Data,Firewall
44217.07567,222.205.213.153,156.192.127.175,5860,12719,UDP,86,Data,DNS,,34.51,Alert Triggered,Malware,Known Pattern B,Blocked,High,Hrishita Seth,Opera/8.18.(Windows NT 6.2; cv-RU) Presto/2.9.169 Version/10.00,Segment B,"Noida, Telangana",,Log Data,Alert Data,Firewall
44846.26083,22.153.8.8,119.237.181.55,19244,59879,TCP,264,Data,FTP,IoC Detected,81.73,Alert Triggered,Intrusion,Known Pattern B,Logged,Medium,Ivan Ben,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.1),Segment A,"Nagpur, Gujarat",,Log Data,,Firewall
44655.85362,169.122.30.81,119.80.58.252,43953,63468,UDP,180,Control,FTP,,1.95,Alert Triggered,Intrusion,Known Pattern B,Ignored,Low,Neelofar Balan,"Mozilla/5.0 (Linux; Android 3.2.6) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/33.0.819.0 Safari/532.2",Segment A,"Srikakulam, Sikkim",110.8.159.25,,,Server
45050.60563,18.7.77.103,84.0.63.87,19332,52784,UDP,807,Data,FTP,IoC Detected,74.17,,DDoS,Known Pattern A,Blocked,Medium,Taimur Soni,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 4.0; Trident/3.0),Segment C,"Gandhinagar, Maharashtra",,,Alert Data,Firewall
45116.86103,38.200.6.140,152.192.74.111,4113,42190,TCP,1454,Data,DNS,IoC Detected,48.91,Alert Triggered,Intrusion,Known Pattern A,Logged,Medium,Aradhya Bhargava,Mozilla/5.0 (compatible; MSIE 8.0; Windows 95; Trident/4.0),Segment C,"Raiganj, Karnataka",158.8.128.61,,,Firewall
44274.1214,17.245.138.61,189.226.124.119,42095,47230,TCP,1049,Data,HTTP,,45.54,,Intrusion,Known Pattern A,Blocked,Medium,Indrans Hora,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_1 rv:2.0; kk-KZ) AppleWebKit/532.27.1 (KHTML, like Gecko) Version/4.0.4 Safari/532.27.1",Segment B,"Bhavnagar, Sikkim",118.60.80.250,,Alert Data,Firewall
44500.96848,87.104.233.159,78.247.201.231,65283,9838,ICMP,647,Control,HTTP,IoC Detected,9.81,Alert Triggered,DDoS,Known Pattern A,Logged,Low,Zara Hegde,Mozilla/5.0 (compatible; MSIE 6.0; Windows 98; Win 9x 4.90; Trident/5.1),Segment B,"Kavali, Jharkhand",,Log Data,,Server
44161.19745,202.185.169.30,193.249.22.203,60755,63682,ICMP,556,Data,FTP,,75.3,Alert Triggered,DDoS,Known Pattern B,Logged,High,Vidur Sant,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/56.0.817.0 Safari/531.0",Segment B,"Bally, Uttarakhand",,,,Firewall
45059.37123,63.255.231.93,67.2.155.144,56004,21640,TCP,942,Control,DNS,IoC Detected,32.02,,Malware,Known Pattern A,Logged,Medium,Riya Boase,"Mozilla/5.0 (Linux; Android 5.1.1) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/55.0.875.0 Safari/531.1",Segment B,"Amroha, Tripura",123.201.99.243,,,Firewall
45044.63478,162.182.70.231,138.2.126.201,31490,26158,TCP,998,Control,FTP,IoC Detected,76.71,,DDoS,Known Pattern A,Logged,Medium,Sahil Chakrabarti,Mozilla/5.0 (Windows NT 10.0; kw-GB; rv:1.9.0.20) Gecko/2279-05-01 07:20:56 Firefox/6.0,Segment B,"Barasat, Nagaland",,Log Data,Alert Data,Server
44581.05384,164.119.164.163,218.154.220.38,59264,60971,ICMP,152,Data,DNS,IoC Detected,13.2,,Intrusion,Known Pattern B,Blocked,High,Rhea Toor,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/533.27.2 (KHTML, like Gecko) Version/5.0 Safari/533.27.2",Segment A,"Munger, Sikkim",183.106.229.127,Log Data,Alert Data,Server
44779.32753,154.223.105.4,34.116.181.155,48712,13117,UDP,1311,Data,HTTP,IoC Detected,89.68,,Malware,Known Pattern A,Ignored,Low,Khushi Jhaveri,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_11_0; rv:1.9.2.20) Gecko/3419-12-26 19:54:18 Firefox/3.6.1,Segment C,"Panvel, Odisha",52.12.222.192,,Alert Data,Firewall
43985.12358,153.120.108.133,173.163.126.83,46959,7778,ICMP,559,Control,DNS,IoC Detected,13.08,Alert Triggered,Intrusion,Known Pattern B,Blocked,High,Amira Sachar,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_5_7 rv:6.0; ku-TR) AppleWebKit/533.42.7 (KHTML, like Gecko) Version/4.0.2 Safari/533.42.7",Segment C,"Phagwara, Uttarakhand",215.210.69.5,,Alert Data,Firewall
44723.96731,72.91.100.199,117.152.141.101,62384,48314,ICMP,481,Data,FTP,IoC Detected,41.18,Alert Triggered,Malware,Known Pattern A,Ignored,High,Anya Krishna,"Mozilla/5.0 (Windows; U; Windows NT 10.0) AppleWebKit/535.11.6 (KHTML, like Gecko) Version/4.0.1 Safari/535.11.6",Segment A,"Bidar, Arunachal Pradesh",,,Alert Data,Firewall
44861.99126,75.120.197.171,125.13.216.112,46286,30201,UDP,593,Control,DNS,,70.94,,Intrusion,Known Pattern B,Ignored,Medium,Charvi Setty,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/533.45.1 (KHTML, like Gecko) Version/5.1 Safari/533.45.1",Segment B,"Ludhiana, Tripura",,,,Firewall
44132.58823,210.48.126.67,95.36.194.117,43175,33076,TCP,69,Control,HTTP,IoC Detected,11.05,,Intrusion,Known Pattern B,Logged,High,Sara Gandhi,Opera/9.35.(Windows NT 5.1; sd-IN) Presto/2.9.183 Version/11.00,Segment C,"Panipat, Goa",,Log Data,,Server
44866.22741,130.75.4.60,188.213.233.191,14215,40132,UDP,1443,Control,HTTP,,49,,Malware,Known Pattern A,Logged,High,Hridaan Gola,Mozilla/5.0 (compatible; MSIE 8.0; Windows 98; Trident/5.0),Segment B,"Chandrapur, Tamil Nadu",202.211.46.89,,Alert Data,Firewall
44567.01315,191.246.96.98,189.235.159.227,50306,47289,ICMP,147,Control,FTP,IoC Detected,21.79,,Intrusion,Known Pattern A,Blocked,Medium,Nishith Walla,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2 like Mac OS X; nhn-MX) AppleWebKit/533.50.4 (KHTML, like Gecko) Version/3.0.5 Mobile/8B111 Safari/6533.50.4",Segment C,"Shimoga, Meghalaya",7.157.172.233,,,Server
44613.72397,22.56.20.227,189.101.105.54,13657,5645,UDP,110,Data,FTP,,33.62,Alert Triggered,Intrusion,Known Pattern A,Ignored,High,Aarna Sha,"Mozilla/5.0 (Linux; Android 3.2) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/13.0.855.0 Safari/534.1",Segment A,"Anantapuram, Maharashtra",,Log Data,Alert Data,Firewall
44913.01624,16.213.130.16,19.157.25.246,36705,44567,ICMP,980,Control,DNS,IoC Detected,51.9,Alert Triggered,Intrusion,Known Pattern B,Ignored,Low,Uthkarsh Divan,"Mozilla/5.0 (Linux; Android 2.1) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/22.0.805.0 Safari/532.0",Segment C,"Vasai-Virar, Tripura",,,,Firewall
45017.56762,50.119.173.250,202.234.77.185,27911,7357,UDP,571,Data,HTTP,IoC Detected,5.68,,Intrusion,Known Pattern B,Blocked,High,Vivaan Chaudhari,Opera/8.83.(X11; Linux i686; da-DK) Presto/2.9.173 Version/12.00,Segment C,"New Delhi, Telangana",,,,Server
45122.57242,12.126.92.45,9.55.66.140,47833,57197,TCP,511,Data,HTTP,,74.93,Alert Triggered,Intrusion,Known Pattern B,Logged,Low,Yasmin Baral,Opera/8.47.(X11; Linux x86_64; lb-LU) Presto/2.9.180 Version/11.00,Segment C,"Bhusawal, Chhattisgarh",,,Alert Data,Server
45167.3338,42.11.56.145,15.71.101.246,23796,16537,ICMP,270,Data,FTP,IoC Detected,46.52,Alert Triggered,Intrusion,Known Pattern B,Logged,Low,Priyansh Atwal,Opera/8.64.(X11; Linux x86_64; mag-IN) Presto/2.9.189 Version/12.00,Segment B,"Thiruvananthapuram, Kerala",,,,Server
43851.20987,152.52.118.179,7.22.170.127,28721,53036,TCP,342,Data,FTP,,84.14,Alert Triggered,Intrusion,Known Pattern A,Logged,Low,Gatik Balasubramanian,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2 like Mac OS X; ia-FR) AppleWebKit/533.22.4 (KHTML, like Gecko) Version/3.0.5 Mobile/8B112 Safari/6533.22.4",Segment B,"Bally, Uttar Pradesh",19.129.104.8,Log Data,,Server
44150.34122,94.204.128.82,103.230.178.34,64351,35808,UDP,104,Control,FTP,,71.42,Alert Triggered,Intrusion,Known Pattern B,Ignored,Medium,Siya Doctor,Opera/9.23.(Windows NT 6.1; as-IN) Presto/2.9.178 Version/12.00,Segment B,"Erode, Jharkhand",,,,Server
44786.54949,150.117.86.24,222.106.88.37,48023,53050,UDP,825,Control,FTP,IoC Detected,28.75,,Intrusion,Known Pattern A,Logged,High,Eva Seshadri,Mozilla/5.0 (Windows NT 5.01; sk-SK; rv:1.9.0.20) Gecko/7095-08-30 15:22:16 Firefox/3.6.8,Segment C,"Firozabad, Assam",76.93.113.121,Log Data,Alert Data,Firewall
44875.64749,147.163.151.205,173.205.224.200,35690,16121,ICMP,1075,Control,DNS,,58.45,Alert Triggered,Intrusion,Known Pattern A,Logged,High,Shlok Vala,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_0; rv:1.9.2.20) Gecko/8426-12-25 17:31:39 Firefox/12.0,Segment B,"Mathura, Punjab",137.46.3.164,,,Firewall
44887.95534,96.32.174.29,63.122.158.201,33078,33671,UDP,366,Data,FTP,,84.54,Alert Triggered,Intrusion,Known Pattern A,Blocked,High,Ela Desai,Mozilla/5.0 (Android 3.2; Mobile; rv:39.0) Gecko/39.0 Firefox/39.0,Segment A,"Panchkula, Gujarat",,,,Server
43834.88435,31.142.29.92,40.143.190.33,1470,2412,TCP,270,Data,DNS,IoC Detected,75.69,,Malware,Known Pattern B,Blocked,Medium,Onkar Sodhi,"Mozilla/5.0 (Windows; U; Windows NT 5.0) AppleWebKit/534.47.4 (KHTML, like Gecko) Version/5.1 Safari/534.47.4",Segment B,"Sambhal, Himachal Pradesh",,Log Data,Alert Data,Server
44324.18082,83.96.57.140,173.123.141.114,61584,24815,ICMP,1307,Data,HTTP,,29.45,,DDoS,Known Pattern B,Ignored,High,Shaan Jayaraman,Mozilla/5.0 (Windows 98; Win 9x 4.90; pap-AN; rv:1.9.1.20) Gecko/8666-10-14 03:44:22 Firefox/3.6.1,Segment A,"Morena, Odisha",,Log Data,Alert Data,Server
44375.55295,93.132.219.204,38.127.243.68,17428,8122,TCP,624,Control,DNS,,51.33,,DDoS,Known Pattern A,Ignored,Low,Dhanush Dugal,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/5.0),Segment A,"Jalgaon, Gujarat",28.245.16.166,,Alert Data,Firewall
44394.97432,147.221.32.81,39.104.53.90,52422,17031,TCP,196,Control,HTTP,,20.83,Alert Triggered,Malware,Known Pattern A,Blocked,Low,Oorja Dora,"Mozilla/5.0 (Linux; Android 5.1) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/39.0.880.0 Safari/533.2",Segment C,"Jaunpur, Mizoram",191.33.42.85,,,Firewall
44050.79998,111.170.68.100,207.112.67.151,16512,32801,UDP,508,Control,HTTP,IoC Detected,0.56,Alert Triggered,Intrusion,Known Pattern A,Ignored,Medium,Heer Khanna,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_2 like Mac OS X; ln-CD) AppleWebKit/531.5.2 (KHTML, like Gecko) Version/3.0.5 Mobile/8B116 Safari/6531.5.2",Segment C,"Hyderabad, Uttarakhand",152.230.44.243,,Alert Data,Server
44680.91203,122.228.89.152,188.226.65.23,58324,61105,TCP,700,Data,HTTP,IoC Detected,51.82,,DDoS,Known Pattern B,Blocked,Low,Mamooty Shanker,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_0) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/41.0.838.0 Safari/531.1",Segment B,"Visakhapatnam, Meghalaya",151.212.3.235,,,Server
44557.19293,188.227.238.233,179.161.243.251,15332,45433,UDP,445,Control,FTP,,6.57,,Malware,Known Pattern B,Ignored,Low,Aradhya Garg,"Mozilla/5.0 (Linux; Android 1.5) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/62.0.880.0 Safari/534.2",Segment C,"Amritsar, Gujarat",,,,Firewall
43919.07125,188.82.29.253,84.147.60.70,42695,55813,ICMP,619,Data,DNS,,17.67,,Intrusion,Known Pattern B,Logged,High,Amani Mann,"Mozilla/5.0 (Linux; Android 4.4.3) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/14.0.846.0 Safari/534.2",Segment C,"Farrukhabad, Gujarat",184.18.76.146,,,Server
44896.63694,125.14.120.41,62.109.206.153,62052,18498,TCP,891,Control,HTTP,IoC Detected,90.21,Alert Triggered,Intrusion,Known Pattern B,Logged,Medium,Lagan Bir,Mozilla/5.0 (Android 2.3.5; Mobile; rv:30.0) Gecko/30.0 Firefox/30.0,Segment C,"Yamunanagar, Karnataka",,,Alert Data,Server
45176.52071,133.239.59.109,150.125.80.185,36374,59068,ICMP,813,Control,FTP,,28.1,Alert Triggered,DDoS,Known Pattern A,Logged,Low,Rati Krishna,Opera/9.33.(X11; Linux x86_64; vi-VN) Presto/2.9.190 Version/12.00,Segment B,"Coimbatore, Maharashtra",163.149.107.47,,,Server
44070.96001,104.66.101.210,76.56.81.62,11196,34294,UDP,1037,Data,DNS,IoC Detected,94.9,,Malware,Known Pattern B,Ignored,Medium,Trisha Bhasin,"Mozilla/5.0 (Windows; U; Windows 98; Win 9x 4.90) AppleWebKit/535.43.4 (KHTML, like Gecko) Version/5.1 Safari/535.43.4",Segment A,"Malda, Andhra Pradesh",45.141.66.143,,Alert Data,Firewall
44679.39832,42.29.122.63,192.6.209.83,38189,33882,ICMP,379,Control,FTP,,68.81,,Malware,Known Pattern A,Logged,Low,Taimur Comar,"Mozilla/5.0 (Windows 98) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/63.0.857.0 Safari/533.0",Segment B,"Satara, Uttar Pradesh",126.194.165.70,Log Data,Alert Data,Server
44766.8187,167.38.231.22,78.101.248.162,8653,63014,ICMP,803,Control,DNS,,22.36,,Intrusion,Known Pattern A,Logged,Medium,Shayak Bhagat,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; an-ES) AppleWebKit/532.15.2 (KHTML, like Gecko) Version/4.0.5 Mobile/8B111 Safari/6532.15.2",Segment B,"Visakhapatnam, Rajasthan",,,,Firewall
44099.10002,174.29.50.69,100.153.21.255,42131,22729,ICMP,164,Control,FTP,IoC Detected,42.21,,Malware,Known Pattern B,Ignored,Low,Mannat Guha,Mozilla/5.0 (compatible; MSIE 8.0; Windows 95; Trident/5.1),Segment C,"Serampore, Maharashtra",77.156.4.11,,,Server
45108.509,54.32.190.88,9.224.8.242,17850,13752,UDP,636,Data,DNS,IoC Detected,89.53,,Malware,Known Pattern B,Logged,Medium,Shanaya Chada,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/44.0.843.0 Safari/534.1",Segment A,"Shahjahanpur, Sikkim",,,Alert Data,Server
44298.14659,26.121.66.23,108.27.247.78,27326,25749,TCP,278,Control,HTTP,IoC Detected,16.87,,Malware,Known Pattern B,Logged,Low,Adira Balay,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_11_4) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/28.0.875.0 Safari/535.2",Segment B,"Ramgarh, Andhra Pradesh",,Log Data,Alert Data,Firewall
45100.04608,158.162.97.12,177.107.183.46,22530,42280,ICMP,920,Control,FTP,,64.14,Alert Triggered,Malware,Known Pattern A,Logged,High,Shayak Barman,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; sq-AL) AppleWebKit/532.24.3 (KHTML, like Gecko) Version/3.0.5 Mobile/8B116 Safari/6532.24.3",Segment C,"Madurai, Meghalaya",67.163.86.176,Log Data,,Server
45145.50889,206.156.143.205,218.72.133.90,8265,55127,TCP,615,Data,FTP,,21.94,,Intrusion,Known Pattern B,Ignored,Low,Nakul Chand,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 10.0; Trident/3.1),Segment B,"Barasat, Himachal Pradesh",123.3.147.187,,Alert Data,Firewall
44920.32313,16.97.196.19,52.48.118.108,19743,38264,TCP,902,Control,FTP,IoC Detected,50.02,,Intrusion,Known Pattern A,Ignored,Low,Priyansh Kant,Opera/8.22.(Windows CE; lo-LA) Presto/2.9.171 Version/11.00,Segment B,"Nangloi Jat, Chhattisgarh",,,,Firewall
45177.53378,20.69.232.162,64.97.248.253,2844,27848,ICMP,1292,Control,DNS,IoC Detected,45.31,,Intrusion,Known Pattern A,Logged,Low,Vivaan Deshmukh,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; pt-BR) AppleWebKit/531.31.4 (KHTML, like Gecko) Version/3.0.5 Mobile/8B118 Safari/6531.31.4",Segment C,"Lucknow, Uttarakhand",,Log Data,Alert Data,Firewall
44202.63001,208.72.143.50,71.252.112.190,36513,23745,UDP,921,Data,HTTP,,60.61,Alert Triggered,Malware,Known Pattern B,Ignored,Medium,Nayantara Wali,Mozilla/5.0 (Android 8.1.0; Mobile; rv:36.0) Gecko/36.0 Firefox/36.0,Segment B,"Loni, Arunachal Pradesh",23.81.178.94,Log Data,,Firewall
45122.73497,153.251.135.175,139.168.181.109,25602,18492,UDP,1426,Data,FTP,,78.76,,DDoS,Known Pattern B,Logged,High,Pihu Shere,"Mozilla/5.0 (Linux; Android 4.3) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/20.0.878.0 Safari/535.1",Segment B,"Hazaribagh, Himachal Pradesh",,Log Data,Alert Data,Firewall
44764.464,125.246.188.50,137.229.159.69,55066,4315,ICMP,1285,Control,FTP,,20.63,Alert Triggered,Intrusion,Known Pattern A,Ignored,Low,Nehmat Kade,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_6_8; rv:1.9.5.20) Gecko/6763-06-07 03:33:34 Firefox/13.0,Segment A,"Anantapuram, Manipur",65.180.235.106,,Alert Data,Firewall
45169.20297,191.129.170.135,215.61.49.176,36393,35138,TCP,889,Control,DNS,IoC Detected,48.83,Alert Triggered,Malware,Known Pattern A,Ignored,Low,Sumer Saxena,"Mozilla/5.0 (Windows NT 6.2) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/21.0.808.0 Safari/531.2",Segment A,"Ahmedabad, Assam",18.196.245.206,,Alert Data,Server
45012.65742,130.89.161.112,191.52.100.179,51641,17352,TCP,1144,Control,HTTP,,5.25,Alert Triggered,Malware,Known Pattern A,Logged,High,Aaryahi Kapadia,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_12_1; rv:1.9.5.20) Gecko/6893-11-25 15:36:07 Firefox/3.6.17,Segment B,"Pali, Nagaland",163.191.246.121,,,Firewall
44112.95353,212.191.9.57,4.133.28.15,21657,60403,TCP,1097,Data,HTTP,IoC Detected,96.32,,Malware,Known Pattern B,Blocked,Low,Himmat Bala,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4; rv:1.9.2.20) Gecko/8791-10-21 18:27:29 Firefox/3.8,Segment C,"Tiruvottiyur, Telangana",,,Alert Data,Firewall
44406.013,51.187.163.4,167.222.28.40,18294,32680,ICMP,763,Control,FTP,IoC Detected,68.87,,DDoS,Known Pattern B,Logged,Low,Sumer Anand,Opera/8.18.(Windows NT 6.1; so-DJ) Presto/2.9.186 Version/11.00,Segment A,"Bhatpara, Karnataka",178.162.221.197,,Alert Data,Server
